fragment_description,3rd Ventricle,4th Ventricle,Right Accumbens Area,Left Accumbens Area,Right Amygdala,Left Amygdala,Brain Stem,Right Caudate,Left Caudate,Right Cerebellum Exterior,Left Cerebellum Exterior,Right Cerebellum White Matter,Left Cerebellum White Matter,Right Cerebral White Matter,Left Cerebral White Matter,CSF,Right Hippocampus,Left Hippocampus,Right Inf Lat Vent,Left Inf Lat Vent,Right Lateral Ventricle,Left Lateral Ventricle,Right Pallidum,Left Pallidum,Right Putamen,Left Putamen,Right Thalamus Proper,Left Thalamus Proper,Right Ventral DC,Left Ventral DC,Cerebellar Vermal Lobules I-V,Cerebellar Vermal Lobules VI-VII,Total Cerebral White Matter,Cerebellar Vermal Lobules VIII-X,Left Basal Forebrain,Right Basal Forebrain,Right ACgG anterior cingulate gyrus,Left ACgG anterior cingulate gyrus,Right AIns anterior insula,Left AIns anterior insula,Right AOrG anterior orbital gyrus,Left AOrG anterior orbital gyrus,Right AnG angular gyrus,Left AnG angular gyrus,Right Calc calcarine cortex,Left Calc calcarine cortex,Right CO central operculum,Left CO central operculum,Right Cun cuneus,Left Cun cuneus,Right Ent entorhinal area,Left Ent entorhinal area,Right FO frontal operculum,Left FO frontal operculum,Right FRP frontal pole,Left FRP frontal pole,Right FuG fusiform gyrus,Left FuG fusiform gyrus,Right GRe gyrus rectus,Left GRe gyrus rectus,Right IOG inferior occipital gyrus,Left IOG inferior occipital gyrus,Right ITG inferior temporal gyrus,Left ITG inferior temporal gyrus,Right LiG lingual gyrus,Left LiG lingual gyrus,Right LOrG lateral orbital gyrus,Left LOrG lateral orbital gyrus,Right MCgG middle cingulate gyrus,Left MCgG middle cingulate gyrus,Right MFC medial frontal cortex,Left MFC medial frontal cortex,Right MFG middle frontal gyrus,Left MFG middle frontal gyrus,Right MOG middle occipital gyrus,Left MOG middle occipital gyrus,Left MOrG medial orbital gyrus,Right MOrG medial orbital gyrus,Right MPoG postcentral gyrus medial segment,Left MPoG postcentral gyrus medial segment,Right MPrG precentral gyrus medial segment,Left MPrG precentral gyrus medial segment,Right MSFG superior frontal gyrus medial segment,Left MSFG superior frontal gyrus medial segment,Right MTG middle temporal gyrus,Left MTG middle temporal gyrus,Right OCP occipital pole,Left OCP occipital pole,Right OFuG occipital fusiform gyrus,Left OFuG occipital fusiform gyrus,Right OpIFG opercular part of the inferior frontal gyrus,Left OpIFG opercular part of the inferior frontal gyrus,Right OrIFG orbital part of the inferior frontal gyrus,Left OrIFG orbital part of the inferior frontal gyrus,Right PCgG posterior cingulate gyrus,Left PCgG posterior cingulate gyrus,Right PCu precuneus,Left PCu precuneus,Right PHG parahippocampal gyrus,Left PHG parahippocampal gyrus,Right PIns posterior insula,Left PIns posterior insula,Right PO parietal operculum,Left PO parietal operculum,Right PoG postcentral gyrus,Left PoG postcentral gyrus,Right POrG posterior orbital gyrus,Left POrG posterior orbital gyrus,Right PP planum polare,Left PP planum polare,Right PrG precentral gyrus,Left PrG precentral gyrus,Right PT planum temporale,Left PT planum temporale,Right SCA subcallosal area,Left SCA subcallosal area,Right SFG superior frontal gyrus,Left SFG superior frontal gyrus,Right SMC supplementary motor cortex,Left SMC supplementary motor cortex,Right SMG supramarginal gyrus,Left SMG supramarginal gyrus,Right SOG superior occipital gyrus,Left SOG superior occipital gyrus,Right SPL superior parietal lobule,Left SPL superior parietal lobule,Right STG superior temporal gyrus,Left STG superior temporal gyrus,Right TMP temporal pole,Left TMP temporal pole,Right TrIFG triangular part of the inferior frontal gyrus,Left TrIFG triangular part of the inferior frontal gyrus,Right TTG transverse temporal gyrus,Left TTG transverse temporal gyrus,Total Cerebral Grey Matter,Right Cerebral Grey Matter,Left Cerebral Grey Matter
F-volume-age:range:min:86,0.0009595874,0.0011534158,0.000260814,0.0003013022,0.000459028,0.000519171,0.009970698,0.002045341,0.0019429239,0.0272881894,0.0276324811,0.0069068364,0.0071849497,0.1182934659,0.1215624779,0.0011027577,0.0018399252,0.0018355404,0.0006658278,0.0003780683,0.0117285033,0.0117460991,0.0005492617,0.0005886606,0.0029025699,0.0030384851,0.0041754488,0.0044611812,0.0024321891,0.0025232456,0.0027279082,0.0012974854,0.2398559438,0.0016262202,0.0002681069,0.0002704908,0.002412116,0.0026184689,0.0025829084,0.0027429392,0.0011030049,0.0009988757,0.0058860249,0.0057405664,0.0023710115,0.002321617,0.0023356918,0.0025894319,0.0034551257,0.003172622,0.0009479778,0.0010241925,0.001283734,0.0012753622,0.0023976015,0.0022919707,0.00453803,0.0043103146,0.0013671956,0.0014518309,0.0041666439,0.0040726255,0.0073142051,0.0068152078,0.0051231999,0.0049131959,0.00136539,0.0014859965,0.0027874573,0.0026348139,0.0010811863,0.0010638248,0.0114716275,0.0123555643,0.0032643335,0.0044560094,0.0027359123,0.0024300827,0.0006594599,0.0005903669,0.0014908577,0.0015149809,0.0045814519,0.0042813056,0.0083356329,0.0084528243,0.0018416638,0.0023066028,0.0026184353,0.0028189051,0.0024605332,0.0023139428,0.0009513135,0.0009398916,0.0024182261,0.0027351799,0.0071857804,0.0073671167,0.0017720341,0.001922756,0.0014387209,0.0015092344,0.0014172219,0.0017571817,0.0075277726,0.007902972,0.0012981908,0.0015008721,0.0011757089,0.0013699317,0.0078812126,0.0085183412,0.0011259509,0.0015140331,0.0007561257,0.0007722974,0.0087828707,0.009071122,0.00300071,0.0030778688,0.0051225668,0.0055073195,0.0030280635,0.0025091911,0.0065293081,0.007493214,0.004049112,0.0045482332,0.0043986376,0.0049721983,0.0025099487,0.0025106543,0.0008457746,0.0010666711,0.3672180699,0.1798205179,0.187397552
F-volume-age:range:max:86,0.0009595874,0.0011534158,0.000260814,0.0003013022,0.000459028,0.000519171,0.009970698,0.002045341,0.0019429239,0.0272881894,0.0276324811,0.0069068364,0.0071849497,0.1182934659,0.1215624779,0.0011027577,0.0018399252,0.0018355404,0.0006658278,0.0003780683,0.0117285033,0.0117460991,0.0005492617,0.0005886606,0.0029025699,0.0030384851,0.0041754488,0.0044611812,0.0024321891,0.0025232456,0.0027279082,0.0012974854,0.2398559438,0.0016262202,0.0002681069,0.0002704908,0.002412116,0.0026184689,0.0025829084,0.0027429392,0.0011030049,0.0009988757,0.0058860249,0.0057405664,0.0023710115,0.002321617,0.0023356918,0.0025894319,0.0034551257,0.003172622,0.0009479778,0.0010241925,0.001283734,0.0012753622,0.0023976015,0.0022919707,0.00453803,0.0043103146,0.0013671956,0.0014518309,0.0041666439,0.0040726255,0.0073142051,0.0068152078,0.0051231999,0.0049131959,0.00136539,0.0014859965,0.0027874573,0.0026348139,0.0010811863,0.0010638248,0.0114716275,0.0123555643,0.0032643335,0.0044560094,0.0027359123,0.0024300827,0.0006594599,0.0005903669,0.0014908577,0.0015149809,0.0045814519,0.0042813056,0.0083356329,0.0084528243,0.0018416638,0.0023066028,0.0026184353,0.0028189051,0.0024605332,0.0023139428,0.0009513135,0.0009398916,0.0024182261,0.0027351799,0.0071857804,0.0073671167,0.0017720341,0.001922756,0.0014387209,0.0015092344,0.0014172219,0.0017571817,0.0075277726,0.007902972,0.0012981908,0.0015008721,0.0011757089,0.0013699317,0.0078812126,0.0085183412,0.0011259509,0.0015140331,0.0007561257,0.0007722974,0.0087828707,0.009071122,0.00300071,0.0030778688,0.0051225668,0.0055073195,0.0030280635,0.0025091911,0.0065293081,0.007493214,0.004049112,0.0045482332,0.0043986376,0.0049721983,0.0025099487,0.0025106543,0.0008457746,0.0010666711,0.3672180699,0.1798205179,0.187397552
F-volume-age:series:88,0.0011229744,0.0015892769,0.0002777375,0.0003031817,0.000494743,0.0005392863,0.0104057774,0.0023761379,0.0021106889,0.0278610376,0.0281734873,0.0081715476,0.0081531563,0.1271375492,0.1253416944,0.0012273818,0.0018011154,0.0018735491,0.0005170905,0.0005006479,0.0136592599,0.0143248934,0.0005973086,0.0005539966,0.0027044339,0.0027379179,0.0041443653,0.004340792,0.0024388207,0.0025742426,0.0029374269,0.0014413759,0.2524792436,0.0017742733,0.0002597353,0.0002625747,0.0030878043,0.0031575766,0.0024825052,0.0026199256,0.0010529643,0.0009748251,0.0061619691,0.0051286509,0.0022322769,0.0020825053,0.0024859136,0.0026755002,0.0031781264,0.0028206521,0.0010091389,0.0009887714,0.0010930813,0.0011096301,0.0025138955,0.0022407769,0.0042192724,0.0043299399,0.00141055,0.0013553381,0.0039027264,0.0042553199,0.0067741928,0.0068972621,0.0052196308,0.0045842966,0.0013208078,0.0013749786,0.0027251195,0.0031303484,0.0012660178,0.0012041373,0.011001652,0.0107926533,0.003018329,0.0041075919,0.002317918,0.002301879,0.0007028088,0.0008357094,0.0016695484,0.0019001272,0.0052779683,0.004606307,0.0079945294,0.0080043377,0.0019421735,0.0024016715,0.0025630451,0.0026080325,0.0018653421,0.0018614019,0.0008413461,0.0008228563,0.0021772577,0.0026834667,0.0062954141,0.0064265143,0.0015668467,0.0018305386,0.0015245168,0.0014725971,0.0013820051,0.0015773161,0.0053883151,0.0069278046,0.0012674329,0.0013637715,0.0013662658,0.0014325122,0.0067724043,0.0076366663,0.0011600541,0.0012304393,0.0007886868,0.000807292,0.0083810957,0.0089723049,0.0036122832,0.0035478078,0.0051279262,0.004908392,0.0024596288,0.0020637309,0.0066111472,0.0063396786,0.0043498582,0.0040058657,0.0048344515,0.0046227523,0.002267916,0.0021396556,0.0009302729,0.0010613477,0.3522085167,0.1746727913,0.1775357254
F-volume-age:range:min:88,0.0011229744,0.0015892769,0.0002777375,0.0003031817,0.000494743,0.0005392863,0.0104057774,0.0023761379,0.0021106889,0.0278610376,0.0281734873,0.0081715476,0.0081531563,0.1271375492,0.1253416944,0.0012273818,0.0018011154,0.0018735491,0.0005170905,0.0005006479,0.0136592599,0.0143248934,0.0005973086,0.0005539966,0.0027044339,0.0027379179,0.0041443653,0.004340792,0.0024388207,0.0025742426,0.0029374269,0.0014413759,0.2524792436,0.0017742733,0.0002597353,0.0002625747,0.0030878043,0.0031575766,0.0024825052,0.0026199256,0.0010529643,0.0009748251,0.0061619691,0.0051286509,0.0022322769,0.0020825053,0.0024859136,0.0026755002,0.0031781264,0.0028206521,0.0010091389,0.0009887714,0.0010930813,0.0011096301,0.0025138955,0.0022407769,0.0042192724,0.0043299399,0.00141055,0.0013553381,0.0039027264,0.0042553199,0.0067741928,0.0068972621,0.0052196308,0.0045842966,0.0013208078,0.0013749786,0.0027251195,0.0031303484,0.0012660178,0.0012041373,0.011001652,0.0107926533,0.003018329,0.0041075919,0.002317918,0.002301879,0.0007028088,0.0008357094,0.0016695484,0.0019001272,0.0052779683,0.004606307,0.0079945294,0.0080043377,0.0019421735,0.0024016715,0.0025630451,0.0026080325,0.0018653421,0.0018614019,0.0008413461,0.0008228563,0.0021772577,0.0026834667,0.0062954141,0.0064265143,0.0015668467,0.0018305386,0.0015245168,0.0014725971,0.0013820051,0.0015773161,0.0053883151,0.0069278046,0.0012674329,0.0013637715,0.0013662658,0.0014325122,0.0067724043,0.0076366663,0.0011600541,0.0012304393,0.0007886868,0.000807292,0.0083810957,0.0089723049,0.0036122832,0.0035478078,0.0051279262,0.004908392,0.0024596288,0.0020637309,0.0066111472,0.0063396786,0.0043498582,0.0040058657,0.0048344515,0.0046227523,0.002267916,0.0021396556,0.0009302729,0.0010613477,0.3522085167,0.1746727913,0.1775357254
F-volume-age:range:max:88,0.0011229744,0.0015892769,0.0002777375,0.0003031817,0.000494743,0.0005392863,0.0104057774,0.0023761379,0.0021106889,0.0278610376,0.0281734873,0.0081715476,0.0081531563,0.1271375492,0.1253416944,0.0012273818,0.0018011154,0.0018735491,0.0005170905,0.0005006479,0.0136592599,0.0143248934,0.0005973086,0.0005539966,0.0027044339,0.0027379179,0.0041443653,0.004340792,0.0024388207,0.0025742426,0.0029374269,0.0014413759,0.2524792436,0.0017742733,0.0002597353,0.0002625747,0.0030878043,0.0031575766,0.0024825052,0.0026199256,0.0010529643,0.0009748251,0.0061619691,0.0051286509,0.0022322769,0.0020825053,0.0024859136,0.0026755002,0.0031781264,0.0028206521,0.0010091389,0.0009887714,0.0010930813,0.0011096301,0.0025138955,0.0022407769,0.0042192724,0.0043299399,0.00141055,0.0013553381,0.0039027264,0.0042553199,0.0067741928,0.0068972621,0.0052196308,0.0045842966,0.0013208078,0.0013749786,0.0027251195,0.0031303484,0.0012660178,0.0012041373,0.011001652,0.0107926533,0.003018329,0.0041075919,0.002317918,0.002301879,0.0007028088,0.0008357094,0.0016695484,0.0019001272,0.0052779683,0.004606307,0.0079945294,0.0080043377,0.0019421735,0.0024016715,0.0025630451,0.0026080325,0.0018653421,0.0018614019,0.0008413461,0.0008228563,0.0021772577,0.0026834667,0.0062954141,0.0064265143,0.0015668467,0.0018305386,0.0015245168,0.0014725971,0.0013820051,0.0015773161,0.0053883151,0.0069278046,0.0012674329,0.0013637715,0.0013662658,0.0014325122,0.0067724043,0.0076366663,0.0011600541,0.0012304393,0.0007886868,0.000807292,0.0083810957,0.0089723049,0.0036122832,0.0035478078,0.0051279262,0.004908392,0.0024596288,0.0020637309,0.0066111472,0.0063396786,0.0043498582,0.0040058657,0.0048344515,0.0046227523,0.002267916,0.0021396556,0.0009302729,0.0010613477,0.3522085167,0.1746727913,0.1775357254
M-volume-age:series:46,0.0007004391,0.0012024237,0.0002824611,0.0003343787,0.0005571658,0.0005699871,0.0109220515,0.0020113164,0.0019720654,0.0294428637,0.0293686639,0.0084362539,0.0085093688,0.1401063385,0.1382484361,0.0007213417,0.0020816921,0.0019422259,0.0003198564,0.0002770658,0.0053518513,0.0067377886,0.0007232132,0.0007433088,0.00304304,0.003150487,0.0048018327,0.0049350154,0.0027483593,0.0028857097,0.003163461,0.0013856241,0.2783547745,0.0016219172,0.0002754631,0.0002725194,0.0025324645,0.00299972,0.0025555787,0.002586469,0.001152162,0.0010165277,0.0067813475,0.0059295999,0.0021938154,0.0021916566,0.002420732,0.002434338,0.0029770789,0.0029420505,0.0011241067,0.0011172375,0.0012000714,0.0012016599,0.0024479966,0.0023169462,0.0048862992,0.0047090154,0.0013487415,0.0013996493,0.004483033,0.0042718477,0.0077882272,0.0073434736,0.004946316,0.0049137824,0.0014115557,0.0015250586,0.0029276147,0.0030380176,0.0011698176,0.001210718,0.0117068366,0.0123489263,0.0035204938,0.0039565635,0.0026465456,0.0024689683,0.0006551826,0.0007241769,0.0015919099,0.0016411431,0.0050667271,0.0045944963,0.0096408417,0.0092451753,0.0019808097,0.0023594061,0.0027090244,0.0027772157,0.0021246653,0.0020936204,0.0009556943,0.0009262196,0.002614515,0.0028551109,0.0068108138,0.0069635003,0.0018765228,0.0019988676,0.0014072133,0.0013388082,0.0014238318,0.0014612769,0.0062965682,0.0073765866,0.0014550197,0.0015880784,0.0012572386,0.0013669215,0.0078667897,0.007638669,0.0012294805,0.0012602314,0.0007526629,0.0007942004,0.0093227465,0.0094006419,0.0034249489,0.0035391733,0.005236288,0.0059891012,0.0027674689,0.0023696896,0.0063797751,0.0065691215,0.0048442489,0.0047866098,0.005110211,0.0051463736,0.0021824396,0.0023660838,0.0008850426,0.0009373765,0.3754498584,0.1864364818,0.1890133765
M-volume-age:range:min:46,0.0005010792,0.0008618415,0.0002502173,0.0003152239,0.0005270095,0.0005183871,0.0102560178,0.0018824345,0.0018471426,0.0280206928,0.0278562902,0.0079918224,0.0080008019,0.1372268401,0.1349659087,0.0006854875,0.0019554645,0.0017996217,0.000232943,0.000218941,0.0039000182,0.0034314451,0.0006714661,0.0006726132,0.0029341502,0.0030905591,0.0044705896,0.0045865255,0.0026349377,0.0027839548,0.0028425517,0.0013135739,0.2724557615,0.0015044653,0.000255552,0.0002546595,0.0023775361,0.0027297502,0.0023934613,0.0022573281,0.000931926,0.0008401593,0.0062338814,0.0053893396,0.0020162661,0.0019767191,0.0022300773,0.0021581509,0.0027860979,0.0026989022,0.0010893834,0.0010615575,0.0010788552,0.0010169501,0.0019934762,0.0019060104,0.004650228,0.0043633826,0.0012356034,0.0012445617,0.0042660729,0.0041195532,0.0072745691,0.0068376294,0.0048698307,0.0048022225,0.0012067969,0.0013521045,0.0027085629,0.0028506687,0.0011007514,0.0011000342,0.0109057756,0.0114921016,0.0033288505,0.0036246848,0.0023193249,0.0020997264,0.0006094455,0.0006818636,0.0013991701,0.0014829635,0.0046252788,0.0042477346,0.009046479,0.0087391744,0.0017805584,0.0021368505,0.0026499282,0.002563692,0.0019473399,0.0017920659,0.0008279744,0.0008295497,0.0025466919,0.0026608503,0.0066624935,0.0067315661,0.0018191782,0.0019265239,0.001299093,0.0011849573,0.0012144513,0.0013075368,0.0057145394,0.0067080443,0.0013668873,0.0014686547,0.0011551777,0.0013137966,0.0069573141,0.0070508925,0.0010573134,0.0010902058,0.0007184067,0.000747029,0.0081790485,0.0087736433,0.0030408318,0.0032761644,0.0046519907,0.0054001437,0.0025800517,0.0021968408,0.0061523909,0.0061090976,0.0045096144,0.0042689463,0.0048839663,0.0050307208,0.0020013586,0.0021609658,0.0008036679,0.0008322943,0.3592635409,0.1783056865,0.1809578545
M-volume-age:range:max:46,0.0008936404,0.0017736056,0.0003089804,0.0003633188,0.0005775511,0.0006032781,0.0119603015,0.0021443574,0.0021077973,0.0324724664,0.0325557698,0.0090104425,0.0089148837,0.1442197649,0.1423099536,0.0007685305,0.0022013002,0.0020924882,0.0004863367,0.000328258,0.0069639541,0.0088721534,0.0007929604,0.0008690867,0.0031365331,0.0032552005,0.0051671993,0.0053165879,0.0029147986,0.0030325352,0.0034637753,0.0014986435,0.2865297185,0.0017904532,0.0003113174,0.0002861201,0.0027123422,0.0032359476,0.0027819507,0.0027438639,0.0012780872,0.0012247267,0.0072143473,0.0064023882,0.0026002579,0.0025494421,0.0025643219,0.0026323114,0.0031314538,0.0032447157,0.0011519951,0.0012085034,0.001264491,0.0014054156,0.0028959465,0.0028135092,0.0052522745,0.0052935696,0.0014823393,0.001591281,0.004818828,0.0045609483,0.0086737371,0.0084239565,0.0050637769,0.0050962728,0.0015581771,0.0018402634,0.0032013733,0.0031807916,0.0013874782,0.0013688907,0.0126021611,0.0129031541,0.0037131501,0.0044215676,0.0031664475,0.0027024108,0.000740186,0.0007613921,0.0018252746,0.0018126733,0.0056967313,0.0049767961,0.0110930443,0.0100642404,0.0022131161,0.0026575089,0.0027706885,0.0030428268,0.002342473,0.0022378613,0.0010784964,0.0011144558,0.0026578397,0.0029948801,0.0069562447,0.0071777658,0.0019398044,0.0020572178,0.0014389271,0.0014013344,0.0015772673,0.0016898252,0.0066978801,0.0078172338,0.0015181706,0.0018940469,0.0013495181,0.0014183439,0.0086571051,0.0084371769,0.0013791075,0.0014966066,0.0007848176,0.0008797983,0.0101319491,0.0099956957,0.0037800676,0.0039766247,0.0056259628,0.006932801,0.002912583,0.0025160097,0.0068179885,0.0069069808,0.0054342699,0.0054623025,0.0052370481,0.0052046683,0.0023152719,0.0025851074,0.0009395176,0.0010228826,0.3909548462,0.1923903419,0.1985645044
M-volume-age:series:47,0.0006828424,0.0012438049,0.0002789781,0.0003097146,0.0005327624,0.0005519228,0.0106968243,0.0020473085,0.0019688713,0.0280687894,0.028424976,0.0082072268,0.008490836,0.1415802955,0.1396137341,0.0007456647,0.0020182721,0.0018984034,0.0003244272,0.0003163004,0.0073680868,0.0086854386,0.0007150202,0.0007046451,0.0029279244,0.0030011409,0.0046630614,0.0048003549,0.0026676917,0.0027816692,0.0029945823,0.0013823041,0.2811940296,0.0016053307,0.0002620899,0.0002652279,0.0024750626,0.002856113,0.0024447912,0.0025633079,0.0011581117,0.0010075348,0.006411226,0.005749888,0.0021991797,0.0021216042,0.0022839007,0.0023198223,0.0030178231,0.002961881,0.0010375261,0.0010482833,0.0011907246,0.0011805574,0.0024034441,0.0022423306,0.0046671219,0.0044848099,0.0013435041,0.0013716498,0.0043885109,0.0041458364,0.0072795784,0.007109665,0.005071945,0.0047091566,0.001424691,0.0015109616,0.0028558335,0.0028746408,0.0011459337,0.0011634385,0.011630796,0.0120587125,0.0033976827,0.0039101592,0.0025661245,0.0024535073,0.0006539661,0.0006947235,0.0015918309,0.001627729,0.0049405767,0.0042783284,0.0090729925,0.0088814958,0.0021560921,0.0022909092,0.0027194851,0.0027027004,0.002116518,0.0019994175,0.0009711495,0.0009404537,0.0024676216,0.0027354327,0.0063674746,0.0065266627,0.0017687008,0.0019151013,0.0013249908,0.0013326992,0.0012668967,0.0013814987,0.0062986787,0.0072253283,0.0014168815,0.0015259256,0.0011891905,0.0013401207,0.0078348556,0.0080513004,0.0011294658,0.0012245235,0.0007427023,0.0007611192,0.0093322411,0.0091970357,0.0033656917,0.0032463759,0.0049685383,0.0055802266,0.0028191269,0.0022948958,0.0062380963,0.0065686178,0.004519588,0.0046586179,0.0048418403,0.0049263082,0.0022086048,0.0023827995,0.0008591709,0.0009252714,0.3650310172,0.1815769711,0.1834540461
M-volume-age:range:min:47,0.0004227457,0.000813577,0.0002354208,0.0002756106,0.0004908805,0.0005007168,0.009346928,0.0018445174,0.0018155603,0.020711088,0.0263903961,0.0060164786,0.0073892756,0.1245329051,0.1222902044,0.0006003026,0.0018432047,0.0016486546,0.000243409,0.0002237143,0.005232632,0.0049683038,0.0006175643,0.0005947399,0.0023062901,0.0024375912,0.0042713138,0.0042210655,0.002418437,0.0025481371,0.002660282,0.0011559757,0.2468231095,0.0013920287,0.0002386909,0.00023155,0.0020998609,0.0026164381,0.0021369721,0.0022242393,0.0010655955,0.0008876997,0.0056663167,0.0053361619,0.001871134,0.0016200535,0.0019160853,0.0021596832,0.0026784637,0.0026426654,0.0009636744,0.0009619885,0.0010264623,0.0010939311,0.0021722377,0.0020827622,0.004450172,0.0042538355,0.0011678514,0.0011501021,0.0040762369,0.0037482752,0.006889522,0.0066203917,0.0046413511,0.0044404621,0.0013238908,0.0013235411,0.0024215455,0.002578036,0.0010634975,0.00103293,0.0109935992,0.0113910827,0.0029598438,0.0035594169,0.0022991111,0.0021988291,0.0005308449,0.0005383853,0.0014702598,0.0014924564,0.0044930918,0.0039580644,0.0082819821,0.0079126974,0.0019503072,0.0018586847,0.0024813313,0.0024172896,0.0017630882,0.0018761833,0.0008637896,0.0008015017,0.0023162117,0.0025952068,0.0056651461,0.0059497166,0.0016464405,0.0017483861,0.0011868499,0.0012026346,0.0011216333,0.0011980987,0.0060490602,0.0063868721,0.0012735045,0.0013684743,0.0011162348,0.0012471786,0.0071204468,0.0071615669,0.0009843014,0.0010132909,0.0006655937,0.0006888108,0.0089242333,0.0086187007,0.0029221004,0.0029335188,0.0044669822,0.005195129,0.0024433639,0.0019570267,0.0055471137,0.0060398046,0.0040095793,0.0040720408,0.0043301589,0.0044537217,0.0018324542,0.0021723541,0.0007657982,0.0008369913,0.3546139061,0.1755550547,0.1790588514
M-volume-age:range:max:47,0.0009914735,0.001885327,0.0003146788,0.0003567373,0.0005802792,0.000628852,0.0118748248,0.0023168947,0.0021656869,0.0315451756,0.0314553925,0.0091580324,0.0092220179,0.1596311371,0.1571441096,0.0009433374,0.0022449238,0.0021450051,0.0004791023,0.0004946439,0.0116407638,0.018491745,0.0007935295,0.0008043278,0.0034073494,0.00343461,0.00527702,0.0054108482,0.0030711874,0.0031914119,0.0032683104,0.0015356418,0.3167752467,0.0018211882,0.0002990036,0.0003131379,0.0028170845,0.0030563157,0.0027405275,0.0027984323,0.0012316864,0.0011501812,0.0069345688,0.0062529835,0.0027231305,0.0025742334,0.0025334079,0.0025059357,0.0033030875,0.0032398216,0.0010875388,0.0011428896,0.00136364,0.0012669651,0.0027571436,0.0025228377,0.005169855,0.0047516399,0.0014746363,0.0015393095,0.0051564885,0.0045173323,0.0076908907,0.0076205552,0.0057234966,0.0050516578,0.001527143,0.001592329,0.0031853271,0.0031209444,0.0012984357,0.001295771,0.0125576075,0.0130004212,0.0037458722,0.0042098816,0.002957515,0.002766025,0.0007919024,0.0008113575,0.0016782439,0.0018673802,0.0056376342,0.0046653972,0.009907014,0.0096173519,0.0025986249,0.0026498776,0.0031869328,0.0029728626,0.0024144622,0.0021884306,0.0011172729,0.0010537952,0.0025626545,0.0029115312,0.0068845932,0.007140024,0.0019490255,0.002097176,0.0014109334,0.0014739278,0.0014790223,0.0015411652,0.0067298658,0.0080429195,0.0015029339,0.0016795741,0.0012651772,0.0014725574,0.0086202497,0.0084834359,0.0012551017,0.0013773224,0.0008139228,0.0008333232,0.0097859722,0.0099938214,0.0036248494,0.0035718883,0.0056035503,0.0059154504,0.0031229473,0.0025073564,0.006834514,0.0073108947,0.0051007283,0.0050450329,0.0051949576,0.0055299914,0.002402822,0.0025656937,0.0009356717,0.001014881,0.3801516866,0.1902170512,0.1899346353
M-volume-age:series:48,0.0007182354,0.0011564249,0.000278867,0.0003099573,0.0005483591,0.000555512,0.0110027948,0.0019972652,0.0019307494,0.0289573219,0.0287765704,0.008427889,0.0085838417,0.1397307773,0.1387381448,0.0007269629,0.002047932,0.0019312262,0.000346435,0.0003024645,0.0064938458,0.0077591196,0.0007185149,0.0007268341,0.0029893879,0.0030913953,0.0047460446,0.0048948381,0.0027098323,0.002834113,0.0029791592,0.0014008144,0.2784689221,0.0016560103,0.0002670631,0.0002661353,0.0025608109,0.0028828294,0.0024535355,0.0025895551,0.001138177,0.0010033701,0.0064105112,0.0058252656,0.0020854387,0.0020902995,0.0023514399,0.0024108091,0.0029841076,0.0028861617,0.0010545001,0.0010514393,0.0011906376,0.001207758,0.0024670087,0.0022255655,0.0045538637,0.0044942,0.0013524143,0.0013635643,0.0041902891,0.004055031,0.0071031929,0.0069772457,0.0049220277,0.0046177156,0.0014022348,0.0015243927,0.0029661338,0.0030231894,0.0011619283,0.0011642721,0.0117279322,0.0121053213,0.0033107031,0.003884828,0.002605065,0.0024622769,0.0006700554,0.0007177042,0.0016510629,0.0017038838,0.00501766,0.0044255985,0.008997981,0.0086681669,0.0019482026,0.0022752573,0.0025727819,0.0026115343,0.0021192469,0.0020804769,0.0009517188,0.0009592091,0.0026047555,0.0028423498,0.0067331239,0.006726886,0.0017848981,0.001947231,0.0013554647,0.0013555487,0.0012949483,0.0014430414,0.0065122254,0.0073647448,0.0013982279,0.0015403348,0.0012155448,0.0013254432,0.0079229806,0.0081769728,0.001172808,0.0012646132,0.0007412404,0.0007665423,0.0094151856,0.0093405472,0.0033986918,0.003411078,0.0050421278,0.0056455658,0.0026787181,0.0022516359,0.0063750304,0.0065816197,0.0047281251,0.0046352331,0.0048986363,0.0049239987,0.0022312909,0.0024605278,0.0008885908,0.000956255,0.3674043935,0.1824737538,0.1849306397
